pupilnolongeronrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,leavingdate,pupilnolongeronrollorderseqcolumn,sourceid,schoolcensustableid,parttime,termlysessionspossible,moveonrollflag,boarder,language
28b9c2fc-f1e,SCH8,2007-Oct-31 00:00:00,SUR1023,FOR7717,MID2214,PSUR7759,FSUR2089,88426efb-81d,4a9046c9-5ae,55ff9eea-0,F,2025-Mar-13 00:00:00,2025-Jun-12 00:00:00,1,a9cd60f6,76fb51d7,True,125.0,fa2a619a,,ENG
292143f6-7e3,SCH3,2011-Jan-06 00:00:00,SUR3935,FOR8678,MID9531,PSUR4173,FSUR6717,fd7c0a48-da3,d36c0549-baa,8a3d0687-2,M,2025-Mar-27 00:00:00,2025-Apr-28 00:00:00,1,11f810e8,fb4e1609,False,137.0,94f617e9,,ENG
2921e858-338,SCH6,2008-Jul-15 00:00:00,SUR5979,FOR9843,MID5169,PSUR5001,FSUR9274,d3414501-137,b40eb273-895,5b6a18a8-3,M,2024-Oct-13 00:00:00,2025-Jun-16 00:00:00,1,0de69321,4e4a67dc,False,123.0,eac4c7bb,,ENG
29a2b1e6-9e7,SCH7,2019-Nov-27 00:00:00,SUR4331,FOR6365,MID1816,PSUR4714,FSUR7633,13fd0f2b-453,5e8d87ce-fc3,96feab51-b,F,2023-Sep-04 00:00:00,2025-Jun-02 00:00:00,1,fdae8a23,d1419231,False,141.0,6d0e9758,,ENG
2a1ba4b9-987,SCH4,2015-Feb-26 00:00:00,SUR7217,FOR7573,MID5676,PSUR9413,FSUR6747,87b07466-bbc,52ae8248-ee3,4d00e69c-1,M,2020-Oct-06 00:00:00,2025-Jun-18 00:00:00,1,96456561,b030d9db,True,130.0,1afe1a03,,ENG
2a1ba4b9-987,SCH8,2015-Feb-26 00:00:00,SUR7217,FOR7573,MID5676,PSUR9413,FSUR6747,87b07466-bbc,52ae8248-ee3,4d00e69c-1,M,2025-Jun-19 00:00:00,2025-Jul-01 00:00:00,2,5d8ea638,db3f7e33,False,129.0,835927be,,ENG
2aa1fb1a-1aa,SCH1,2018-Aug-02 00:00:00,SUR1333,FOR6534,MID5490,PSUR7150,FSUR3329,c3231889-210,60a06baf-e61,41a7a3f9-b,F,2025-Jan-01 00:00:00,2025-Jun-20 00:00:00,1,abbe333b,32908628,False,135.0,2aca23d1,,ENG
2b38b23f-437,SCH2,2014-Sep-08 00:00:00,SUR7603,FOR5202,MID4932,PSUR4726,FSUR8315,af270709-745,6dc016d8-5aa,b84a3aad-e,M,2024-Apr-05 00:00:00,2025-Jul-11 00:00:00,1,92516663,e61a8abc,False,127.0,2d38a866,N,
2cfbbd56-cc2,SCH4,2020-Feb-16 00:00:00,SUR5722,FOR2644,MID6482,PSUR8775,FSUR8600,9de1ed61-62a,93896dad-038,17e4a78b-d,M,2024-Mar-24 00:00:00,2025-Apr-22 00:00:00,1,dbda8509,4df0e74c,True,128.0,fbcc2875,,ENG
2e6c5a45-118,SCH8,2010-Feb-20 00:00:00,SUR1735,FOR5640,MID7019,PSUR9237,FSUR7699,3ddfa834-6d9,06a043a2-d3e,d2ee3077-f,M,2025-Apr-07 00:00:00,2025-Jun-21 00:00:00,1,3bd9181f,2767bdc7,True,134.0,f235bd0b,,ENG
2e8d1eca-d8c,SCH2,2018-Jun-01 00:00:00,SUR6586,FOR5411,MID4319,PSUR7497,FSUR8349,dfd913d6-03c,f7c0a6d3-b61,83686b9b-9,M,2025-Mar-18 00:00:00,2025-Jun-29 00:00:00,1,4353bcb9,900941c8,False,123.0,4d60a0e8,6,ENG
2ea53ea9-c10,SCH7,2019-Aug-19 00:00:00,SUR7094,FOR5644,MID8451,PSUR4148,FSUR6899,e158bcf1-100,b52258fd-79f,357646ce-1,F,2025-Apr-18 00:00:00,2025-Apr-30 00:00:00,1,6b7a1fdd,fde6e6d1,False,126.0,f5d8f60a,,CYM
2ea8a592-56f,SCH4,2019-Jan-26 00:00:00,SUR5026,FOR4101,MID3532,PSUR5959,FSUR3226,a6c22959-736,0c8d6ef5-d11,9245bf85-5,M,2025-Mar-04 00:00:00,2025-Jun-28 00:00:00,1,c8d0a04e,7c796d48,False,131.0,4ec75202,,ENG
302c6f2a-c0d,SCH3,2012-Dec-15 00:00:00,SUR4830,FOR3298,MID4425,PSUR8282,FSUR9970,f4a1bef9-967,f3b2deef-11c,6f922ec8-f,M,2023-Dec-06 00:00:00,2025-May-26 00:00:00,1,17f53e65,19e92f6c,False,129.0,a02fa026,,CYM
309bee05-fe2,SCH3,2013-Jun-19 00:00:00,SUR3547,FOR7096,MID4313,PSUR3816,FSUR6814,3d261793-e19,9d3eb18b-918,a53c8d83-d,M,2024-Nov-07 00:00:00,2025-May-31 00:00:00,1,1837a30d,5c2fcffe,False,129.0,8d3bf97d,,ENG
30c7e295-8fe,SCH2,2018-Jul-31 00:00:00,SUR8841,FOR7972,MID9021,PSUR1008,FSUR2091,1535286c-c59,73022815-3f3,f982bea2-0,M,2024-Nov-07 00:00:00,2025-Jun-25 00:00:00,1,cc0c1f96,f29b55c0,False,134.0,3e9094ae,,ENG
30d61f92-360,SCH8,2008-Sep-18 00:00:00,SUR4194,FOR9044,MID5145,PSUR4891,FSUR8881,cf2dd691-0fd,be19d0cb-97d,17cbe26e-f,F,2025-Mar-23 00:00:00,2025-Apr-26 00:00:00,1,274d2c3a,fa2dd916,False,134.0,e98f7ab4,,PNJA
3103aa3d-76e,SCH5,2018-Aug-06 00:00:00,SUR5630,FOR3339,MID5916,PSUR7534,FSUR1270,2ba19080-a2b,f9506d6d-af0,546ddb4e-1,F,2025-Feb-21 00:00:00,2025-Jul-05 00:00:00,1,0b6ca1d8,44a2676f,False,132.0,b530b97b,,GER
3168e844-e66,SCH3,2013-May-10 00:00:00,SUR5090,FOR3745,MID3825,PSUR8884,FSUR8847,d97097df-eec,88a17687-4c9,29e06255-8,F,2024-Nov-16 00:00:00,2025-Jul-07 00:00:00,1,22dd058a,c2bf460c,False,136.0,cf6840e6,,ENG
3168e844-e66,SCH5,2013-May-10 00:00:00,SUR5090,FOR3745,MID3825,PSUR8884,FSUR8847,d97097df-eec,88a17687-4c9,29e06255-8,F,2025-Jul-08 00:00:00,2025-Jul-12 00:00:00,2,6f52014f,f7f2a579,False,128.0,0bb2dc24,6,ENG
3168e844-e66,SCH6,2013-May-10 00:00:00,SUR5090,FOR3745,MID3825,PSUR8884,FSUR8847,d97097df-eec,88a17687-4c9,29e06255-8,F,2025-Jul-13 00:00:00,2025-Jul-15 00:00:00,3,69f9a817,003f978a,False,124.0,e4d30dd8,,ENG
321a806e-1cb,SCH6,2016-Jan-06 00:00:00,SUR9162,FOR5333,MID3748,PSUR1784,FSUR6098,4396b85d-0dc,4eb83a28-a45,db5d904b-4,M,2024-Oct-26 00:00:00,2025-Jun-02 00:00:00,1,a5f8b2b7,88d8f7b0,False,135.0,c7a4413f,,CYM
32a11c09-401,SCH4,2008-Sep-21 00:00:00,SUR3495,FOR4257,MID3304,PSUR9880,FSUR3400,4bcd8d90-698,5ffa6f8a-2c8,2c989ce2-0,F,2025-May-20 00:00:00,2025-Jun-08 00:00:00,1,4c22b0aa,2953df1b,False,130.0,d3d7bee3,,ENG
32bb8992-101,SCH6,2010-Jul-18 00:00:00,SUR9119,FOR2476,MID2038,PSUR7602,FSUR5699,8ab25ba2-7a0,697c348b-1e7,0756a7a3-c,M,2024-Apr-23 00:00:00,2025-Jul-11 00:00:00,1,75a9852e,acc09bf7,False,119.0,51675dc1,,CYM
3343f1d3-a25,SCH3,2008-Feb-09 00:00:00,SUR4581,FOR5167,MID8014,PSUR9892,FSUR6636,b913bc4e-1e0,accadf47-51d,d2b5135f-0,M,2025-Jul-08 00:00:00,2025-Jul-13 00:00:00,1,b3236092,d6ba914c,False,133.0,554d4a6c,,ENG
33e2f884-2fb,SCH1,2016-Apr-17 00:00:00,SUR2894,FOR9351,MID1215,PSUR8572,FSUR3675,b576928b-695,7cc9d3c1-c56,d906c6da-b,F,2025-Apr-16 00:00:00,2025-Jul-11 00:00:00,1,9d9aa014,cf444865,False,125.0,d3abf6fa,,ENG
3517aa52-427,SCH7,2016-Jan-24 00:00:00,SUR9745,FOR6753,MID9119,PSUR8153,FSUR6455,fc074999-751,286b9285-59f,db21f2cc-b,M,2025-May-02 00:00:00,2025-Jul-13 00:00:00,1,25d7eca1,ead23fa8,False,132.0,3d3e06c3,,
35256145-04a,SCH4,2013-Mar-14 00:00:00,SUR6678,FOR1025,MID8751,PSUR6072,FSUR1375,09ad9c32-9ae,2789e80d-01d,52866e4d-f,F,2025-Mar-26 00:00:00,2025-Jun-03 00:00:00,1,b36debd1,88b3f18b,False,126.0,e222dc5c,,ENG
35256145-04a,SCH1,2013-Mar-14 00:00:00,SUR6678,FOR1025,MID8751,PSUR6072,FSUR1375,09ad9c32-9ae,2789e80d-01d,52866e4d-f,F,2025-Jun-04 00:00:00,2025-Jun-26 00:00:00,2,5d6a4ca9,5dcc0a6e,False,124.0,8c4e83a8,,ENG
353c9d23-58d,SCH5,2019-Jan-05 00:00:00,SUR9659,FOR8956,MID8180,PSUR8996,FSUR3984,bbc6fcaf-d2e,5249516b-fb2,bb1b6959-5,M,2019-Feb-09 00:00:00,2025-Jun-18 00:00:00,1,e68da19a,3df4a6a3,False,127.0,7ebf444c,,ENG
36bff8b2-d86,SCH7,2013-Oct-14 00:00:00,SUR1210,FOR2003,MID1037,PSUR3292,FSUR3578,5836bccd-eb6,4cdd82f4-900,5024b0bd-8,M,2024-Oct-29 00:00:00,2025-May-20 00:00:00,1,2eeaae7f,84de03f3,False,128.0,249c18a4,,UKR
36d5d59b-4a2,SCH7,2015-Sep-10 00:00:00,SUR9741,FOR9035,MID6019,PSUR7595,FSUR1087,d164cd07-577,93bda86d-b47,fd62483e-2,M,2025-Jun-29 00:00:00,2025-Jul-14 00:00:00,1,f3509c5a,5ca14b93,False,125.0,e4e228ed,,ENG
389f57dd-df3,SCH8,2019-Nov-16 00:00:00,SUR5709,FOR3328,MID8438,PSUR4569,FSUR2592,af765c1f-8c4,dce3ba46-14c,41388e52-7,F,2025-Jan-13 00:00:00,2025-May-03 00:00:00,1,b6bed790,f4cec57b,False,125.0,5b5350f5,,ENG
38c56e38-807,SCH5,2019-Dec-06 00:00:00,SUR8454,FOR8145,MID5686,PSUR5127,FSUR3401,f39ace23-2fc,01556618-ca4,a2e121dd-4,F,2025-Jun-30 00:00:00,2025-Jul-12 00:00:00,1,bc594b25,2b038d31,False,129.0,9c8c2b29,,ENG
394b70fa-62e,SCH3,2018-Aug-21 00:00:00,SUR6749,FOR9550,MID2037,PSUR9474,FSUR6350,8b28187e-ae6,1a069c97-92b,c0d73c3c-6,M,2024-Nov-26 00:00:00,2025-Apr-24 00:00:00,1,0505e931,36cfb376,,122.0,ea0dc240,,ENG
3976467c-958,SCH2,2009-Nov-27 00:00:00,SUR8381,FOR3282,MID8538,PSUR2793,FSUR1799,9854a159-cf5,77cd97cf-772,e14cf5f2-b,M,2025-Apr-07 00:00:00,2025-May-19 00:00:00,1,c6b0fe55,d7deb17b,False,130.0,c88ad2a0,,ENG
3984bc9b-0ff,SCH8,2012-Nov-13 00:00:00,SUR6790,FOR6999,MID9092,PSUR7726,FSUR4860,40f39a67-602,596e2e8f-85a,4442e395-3,F,2025-Mar-31 00:00:00,2025-Jul-02 00:00:00,1,852585fd,6af4a989,False,125.0,81fd8e35,,ENG
3a654dfd-a82,SCH3,2015-Dec-19 00:00:00,SUR8879,FOR4328,MID7841,PSUR9122,FSUR3361,15a3582b-f3b,15380b04-257,71811a39-b,M,2025-Jan-17 00:00:00,2025-Jul-13 00:00:00,1,38fb1e8e,014955f3,False,128.0,cceff75a,,CYM
3a9cb687-66c,SCH3,2017-Mar-05 00:00:00,SUR3241,FOR9842,MID5141,PSUR9341,FSUR1273,bc518987-7a4,f097c50a-ae5,b2b8bd34-d,M,2025-Jan-03 00:00:00,2025-Apr-27 00:00:00,1,27bb4326,1f1e345c,True,116.0,72e9384d,,ENG
3ad611c9-c46,SCH2,2020-May-20 00:00:00,SUR1457,FOR6481,MID5510,PSUR2271,FSUR7579,28cb710b-06d,99d8a62e-f25,daf3b181-6,F,2025-Mar-04 00:00:00,2025-Jul-04 00:00:00,1,daa6817e,1cd9f4b7,False,130.0,51b59f7a,,ENG
3ad611c9-c46,SCH8,2020-May-20 00:00:00,SUR1457,FOR6481,MID5510,PSUR2271,FSUR7579,28cb710b-06d,99d8a62e-f25,daf3b181-6,F,2025-Jul-05 00:00:00,2025-Jul-11 00:00:00,2,7edca6de,e3780749,False,137.0,f0d0e39c,,BNG
3b1f1d81-87e,SCH3,2019-Feb-13 00:00:00,SUR8071,FOR7947,MID2053,PSUR8153,FSUR8277,9789ba56-265,374ae78c-1e2,5f325869-2,M,2024-Dec-02 00:00:00,2025-May-27 00:00:00,1,0a491ae6,0b924351,False,125.0,cfeceb60,,
3b1f1d81-87e,SCH5,2019-Feb-13 00:00:00,SUR8071,FOR7947,MID2053,PSUR8153,FSUR8277,9789ba56-265,374ae78c-1e2,5f325869-2,M,2025-May-28 00:00:00,2025-Jun-03 00:00:00,2,5ed413c0,ed659725,False,136.0,e5820f89,,ENG
3b8fedc4-0d9,SCH6,2009-Jul-17 00:00:00,SUR3332,FOR1668,MID9871,PSUR6963,FSUR4058,2ed630c0-4eb,376fcede-eff,6902cfb4-f,F,2024-Jan-18 00:00:00,2025-Jun-11 00:00:00,1,c04fd0a3,c40fca27,True,133.0,b44207f3,,ENG
3c795ea5-c3f,SCH2,2019-Dec-30 00:00:00,SUR1335,FOR9102,MID5034,PSUR7835,FSUR2928,5653fe6b-8df,30a56bff-103,073f0208-f,F,2024-Dec-24 00:00:00,2025-Jul-12 00:00:00,1,6ab2d140,51ea63d9,False,127.0,f4921d0d,,GAL
3cb0e508-15c,SCH4,2016-Jun-15 00:00:00,SUR9388,FOR6268,MID8112,PSUR2719,FSUR2899,462ccf0f-86c,4d2ac6fa-c0d,02453de4-5,F,2025-Jan-20 00:00:00,2025-May-25 00:00:00,1,35a610b0,51694482,False,127.0,955b9ee1,,ENG
3e1efc7d-d92,SCH3,2012-Mar-05 00:00:00,SUR8508,FOR3719,MID8352,PSUR5413,FSUR7417,c3c33692-72d,50cc4664-476,62829e9c-7,M,2025-Apr-25 00:00:00,2025-May-04 00:00:00,1,bfa8a7fe,a40bc70e,False,129.0,30c9fcea,,CYM
3e8ec835-807,SCH6,2012-Feb-20 00:00:00,SUR6803,FOR8451,MID2585,PSUR6682,FSUR3104,3ed86293-e4e,66c68005-0f7,9f1dd0e1-b,F,2025-Jan-02 00:00:00,2025-Jun-10 00:00:00,1,33c00eec,9c13fbe7,False,125.0,45a40217,,
3f0ec81d-6ee,SCH7,2017-Jun-11 00:00:00,SUR3693,FOR2335,MID2657,PSUR5608,FSUR2886,c5b65d79-9d5,ebb8f04a-7ac,c6f97ac1-2,M,2025-May-31 00:00:00,2025-Jun-18 00:00:00,1,b655ac01,d262345d,True,125.0,b3a1bd83,,
3f0ec81d-6ee,SCH2,2017-Jun-11 00:00:00,SUR3693,FOR2335,MID2657,PSUR5608,FSUR2886,c5b65d79-9d5,ebb8f04a-7ac,c6f97ac1-2,M,2025-Jun-19 00:00:00,2025-Jul-13 00:00:00,2,25874195,63c4dcab,True,128.0,b97fc645,,ENG
3f7476ef-ee6,SCH5,2011-Apr-23 00:00:00,SUR6440,FOR7303,MID7413,PSUR9463,FSUR9987,fc2e3015-a2a,8c711bce-4d1,868e27fe-3,F,2025-Apr-06 00:00:00,2025-Jun-23 00:00:00,1,445767e6,ce5d3f09,False,129.0,d3e1447d,,ENG
3fc8fa74-f67,SCH5,2017-Aug-12 00:00:00,SUR9701,FOR6444,MID8016,PSUR3206,FSUR3045,0541edc1-e45,be26414c-dcf,db0ff4a2-c,M,2023-Dec-12 00:00:00,2025-Apr-22 00:00:00,1,3566933a,ac38a913,False,128.0,51e00bbf,,ENG
40e66740-9a9,SCH6,2019-Jan-05 00:00:00,SUR3345,FOR5563,MID1148,PSUR8525,FSUR3721,83421e62-c14,248ff2cb-7e2,6b967069-c,F,2020-Feb-01 00:00:00,2025-Apr-27 00:00:00,1,a39138d6,46719915,True,136.0,1b1e9629,,GER
40fe9e66-211,SCH1,2016-Feb-25 00:00:00,SUR3521,FOR9319,MID8012,PSUR5067,FSUR9059,10b83c4c-d45,47cc9b3d-d1a,3b143ca5-4,M,2024-Mar-12 00:00:00,2025-May-05 00:00:00,1,ec89d6ff,d444e715,True,132.0,7035ac26,,
417e8975-501,SCH7,2017-Aug-20 00:00:00,SUR4164,FOR6444,MID4549,PSUR2101,FSUR1099,2b9a3647-963,32878453-c5c,3a9a03dc-8,M,2025-Mar-27 00:00:00,2025-Apr-30 00:00:00,1,d648e49e,2adb42e7,False,142.0,9ff6b597,,ENG
4263c1aa-20f,SCH5,2016-Mar-17 00:00:00,SUR2896,FOR7631,MID5240,PSUR8057,FSUR5007,c16dc5c9-df1,68250627-9b1,e9fef954-e,F,2024-Oct-10 00:00:00,2025-May-12 00:00:00,1,9baf751e,9f3b5019,False,132.0,ecc31a84,,ENG
42bac0f8-dbb,SCH3,2008-Oct-05 00:00:00,SUR2645,FOR3288,MID8092,PSUR2587,FSUR1132,4595039c-d73,1e0ff364-617,573ae593-e,F,2024-Aug-29 00:00:00,2025-Apr-23 00:00:00,1,e08fe8ad,3d8d1f25,,136.0,69292b88,,ENG
432ee404-5f2,SCH4,2015-Aug-29 00:00:00,SUR6990,FOR6452,MID8336,PSUR9158,FSUR8754,2316a0c0-41e,64307554-02e,b709db64-1,M,2025-Feb-26 00:00:00,2025-Apr-23 00:00:00,1,ce7e3ca1,6843b080,False,127.0,a9a6b6d4,,ENG
4402e901-dd8,SCH1,2010-Nov-27 00:00:00,SUR9270,FOR3945,MID8347,PSUR5969,FSUR8599,48dc5ef0-a98,4f419a10-821,f9d00b0d-2,F,2024-Dec-24 00:00:00,2025-Jun-27 00:00:00,1,c9dacf04,333e05e3,False,123.0,0425d3ed,,ENG
45003172-752,SCH1,2013-Nov-03 00:00:00,SUR5810,FOR9431,MID6597,PSUR7936,FSUR7610,94b1f8df-dcf,486be321-e0f,5d56a0c1-c,M,2022-Oct-10 00:00:00,2025-Jun-10 00:00:00,1,a268e989,2880a3bb,False,132.0,66c0e321,,CYM
45683d67-1f6,SCH3,2012-May-21 00:00:00,SUR5460,FOR6444,MID8744,PSUR4949,FSUR1411,fc6b133a-bc4,514d00e3-d8f,88002699-d,F,2019-Oct-14 00:00:00,2025-Jul-11 00:00:00,1,db0e4813,4009c162,False,129.0,5d10f0b6,,ENG
45f82c4c-c1d,SCH1,2009-Apr-05 00:00:00,SUR5575,FOR1811,MID1279,PSUR4502,FSUR8093,a5c4e655-590,89b2a3af-cbf,535dda79-b,F,2021-Jan-25 00:00:00,2025-Jul-12 00:00:00,1,1f5ff777,0e3eb73d,False,132.0,26214dcb,,RUS
4793d645-c3e,SCH5,2008-Jan-11 00:00:00,SUR1635,FOR4824,MID6786,PSUR4597,FSUR9556,cf1f9e96-ce7,9d0ba623-8ec,6cdbff01-8,F,2024-Sep-09 00:00:00,2025-Jun-08 00:00:00,1,b93d4bac,0f9820ca,True,130.0,3d4de766,,
47bc78af-4cf,SCH3,2008-Nov-25 00:00:00,SUR1373,FOR5736,MID5311,PSUR3122,FSUR5366,2a13671b-248,e37e4929-351,807a6801-e,F,2021-Aug-15 00:00:00,2025-Jun-07 00:00:00,1,cba80c4a,cdcf4c42,True,133.0,d5cffba3,,ENG
489e6f99-7bd,SCH8,2009-Jul-02 00:00:00,SUR2508,FOR2532,MID8018,PSUR3958,FSUR2879,055bc37c-246,72ea5be4-67e,866c3693-4,M,2025-May-29 00:00:00,2025-Jul-04 00:00:00,1,541951f5,585a0864,False,127.0,e548fbe3,,RUS
48c5cf37-d15,SCH2,2016-Dec-05 00:00:00,SUR7729,FOR8740,MID5667,PSUR1042,FSUR8987,06051e35-868,c28cde80-670,4f6847ea-9,F,2024-Dec-30 00:00:00,2025-Apr-26 00:00:00,1,b0cf8afb,3820dafb,False,124.0,6408fd38,N,ENG
48d0d644-cea,SCH3,2009-Jun-15 00:00:00,SUR5009,FOR2540,MID5889,PSUR4312,FSUR5950,5eb09e05-63b,a45b88cc-045,714f70ba-a,M,2025-Feb-02 00:00:00,2025-May-13 00:00:00,1,faa1f7fe,424ae0aa,False,125.0,fffff07b,,
48d0d644-cea,SCH8,2009-Jun-15 00:00:00,SUR5009,FOR2540,MID5889,PSUR4312,FSUR5950,5eb09e05-63b,a45b88cc-045,714f70ba-a,M,2025-May-14 00:00:00,2025-May-27 00:00:00,2,438fc069,1e7d913c,True,131.0,eb366bce,,ENG
48fc5ffc-4fe,SCH6,2009-Mar-08 00:00:00,SUR1013,FOR2362,MID2397,PSUR2155,FSUR7366,4d935fc8-569,3f689dfa-866,63d072e0-7,M,2025-Feb-07 00:00:00,2025-Jun-14 00:00:00,1,92ad218b,d2e87d28,False,129.0,1f478b77,,CYM
498b4354-cdf,SCH6,2013-Apr-20 00:00:00,SUR8585,FOR1999,MID9562,PSUR1872,FSUR8193,708ab588-e30,b41fa582-fe1,396ca4ee-3,M,2025-Apr-01 00:00:00,2025-Jun-21 00:00:00,1,929730dc,60a1b416,False,135.0,fcdb1b1b,,ENG
49acbb0c-8e1,SCH4,2013-Apr-30 00:00:00,SUR6733,FOR1304,MID2115,PSUR9401,FSUR3635,601c1353-9d1,89e212af-533,66be7022-a,F,2025-Mar-10 00:00:00,2025-May-30 00:00:00,1,25b6ec28,721b3883,False,126.0,8b90fd0f,,ENG
4a991b3c-d46,SCH3,2017-Nov-19 00:00:00,SUR5656,FOR6414,MID9881,PSUR7318,FSUR5606,fa0903c9-dfa,c837eb3e-4ae,59931937-b,F,2022-Sep-02 00:00:00,2025-May-19 00:00:00,1,17117945,6f3f2063,,134.0,d51d4099,,ENG
4b66962a-922,SCH3,2016-Jul-19 00:00:00,SUR3416,FOR5657,MID8711,PSUR5606,FSUR6360,f44fd12b-c0f,ebf0342b-962,2e164b4c-f,F,2024-Jun-04 00:00:00,2025-Jul-01 00:00:00,1,67c9e101,df118901,False,137.0,15aa915b,,ENG
4bd30d11-c8d,SCH3,2014-Apr-28 00:00:00,SUR4136,FOR4917,MID9025,PSUR5568,FSUR4271,67b7f256-6fe,9bae78c8-f2b,6dc984d2-a,F,2019-Aug-23 00:00:00,2025-Jul-06 00:00:00,1,a48b599b,56adeff2,False,134.0,7978a6ff,,GAL
4bd7ae8a-314,SCH5,2008-Jun-09 00:00:00,SUR6637,FOR9166,MID1928,PSUR8568,FSUR4285,48d7dfe2-83d,a3b651f1-365,4c41a350-c,M,2022-Nov-20 00:00:00,2025-Apr-24 00:00:00,1,9fbcd421,d7f25087,False,123.0,f1ff6314,,ENG
4c1789d5-f2f,SCH1,2018-Oct-06 00:00:00,SUR8362,FOR2746,MID8207,PSUR2066,FSUR2457,6b0c38d4-d2d,9551f445-bf9,24aae8b9-b,M,2025-Apr-18 00:00:00,2025-Jun-03 00:00:00,1,2488a6d9,6523dfdd,False,117.0,5c7473ff,,ENG
4c58fa2a-dbe,SCH7,2014-Oct-15 00:00:00,SUR2028,FOR5880,MID5664,PSUR5409,FSUR9128,df754ddb-4a7,ba39ebb1-246,255ba5cc-a,F,2025-Apr-24 00:00:00,2025-May-15 00:00:00,1,08caec18,15b74c40,True,128.0,ee97773c,,ENG
4c87fe3a-7b2,SCH6,2018-May-18 00:00:00,SUR9024,FOR7662,MID2724,PSUR5799,FSUR8020,b47a79eb-f45,527913f9-32f,ec555b88-5,F,2025-May-28 00:00:00,2025-May-31 00:00:00,1,96add2eb,7e93a91f,False,130.0,13261a68,,
4c9cf993-2b7,SCH1,2014-Dec-25 00:00:00,SUR3642,FOR5113,MID2024,PSUR7381,FSUR4480,c72975f0-9bd,f3492a5c-ea0,b86f4dae-b,M,2023-Oct-26 00:00:00,2025-Jul-06 00:00:00,1,8c4bcf8b,056d6a87,False,133.0,cabd4c7e,N,ENG
4cddb9a4-b4b,SCH2,2013-Jul-13 00:00:00,SUR3504,FOR5495,MID2801,PSUR7339,FSUR2661,fa9792a2-f49,cdc2c085-aed,0f6a8136-9,F,2024-Sep-06 00:00:00,2025-May-01 00:00:00,1,ef9b308c,cefff444,False,124.0,2a1c8fc5,,PRST
4d98c203-415,SCH1,2008-Nov-05 00:00:00,SUR4022,FOR6024,MID8191,PSUR3552,FSUR9024,3942930f-b28,ec89cd71-1b6,9415e68d-d,M,2024-Nov-09 00:00:00,2025-May-10 00:00:00,1,41a7f564,07cd1219,True,121.0,ee13ecc0,N,ENG
4e16886b-f16,SCH2,2011-Jan-08 00:00:00,SUR2141,FOR5457,MID3512,PSUR4638,FSUR5770,d9c9b779-8bd,94cd86fc-d45,8d86a008-3,F,2025-Jul-01 00:00:00,2025-Jul-02 00:00:00,1,67f63515,66c9482f,False,133.0,c79a7d73,B,GAL
4e786a5b-e09,SCH3,2009-Nov-14 00:00:00,SUR7610,FOR4318,MID8679,PSUR9641,FSUR2223,a1fd06fa-757,ca6df6b7-ee0,7b3367f5-d,F,2025-Mar-10 00:00:00,2025-Jul-08 00:00:00,1,3ded4253,ad55d337,True,136.0,616d28a6,,ENG
4e9633e1-f0f,SCH4,2017-Jan-18 00:00:00,SUR3203,FOR5123,MID7927,PSUR5165,FSUR3361,b6084ac3-f28,2ca714db-603,48abf103-7,M,2025-Apr-14 00:00:00,2025-Jul-11 00:00:00,1,190cdd8b,ca581154,True,130.0,ddf1bfb3,,ENG
4e9633e1-f0f,SCH6,2017-Jan-18 00:00:00,SUR3203,FOR5123,MID7927,PSUR5165,FSUR3361,b6084ac3-f28,2ca714db-603,48abf103-7,M,2025-Jul-12 00:00:00,2025-Jul-13 00:00:00,2,91bc403a,24d2be50,True,134.0,7a683ce8,,ENG
4ec4aa1e-cab,SCH7,2011-May-26 00:00:00,SUR8505,FOR9640,MID9326,PSUR3505,FSUR6536,74b77cb2-b1d,0209dfac-995,6b60e41c-3,F,2025-Apr-17 00:00:00,2025-Jul-13 00:00:00,1,488a2f9d,735954a7,False,125.0,fc1d3567,,CYM
4f55b541-0bf,SCH7,2019-Jun-26 00:00:00,SUR7493,FOR7144,MID8366,PSUR1360,FSUR4394,a8c29ad8-172,7d53dfd2-ea2,2d9b71f6-7,M,2021-Sep-27 00:00:00,2025-Jul-13 00:00:00,1,85dbfb73,2377d115,False,147.0,62aeb82b,,ENG
4fcd5132-e2a,SCH1,2012-Apr-07 00:00:00,SUR8961,FOR5846,MID5466,PSUR5583,FSUR8532,e45a6e7f-70a,46825587-2b1,e5cfbb7b-b,F,2019-Apr-14 00:00:00,2025-May-13 00:00:00,1,adda2ed2,430c3b35,False,136.0,cf5def85,N,CYM
4fcd5132-e2a,SCH7,2012-Apr-07 00:00:00,SUR8961,FOR5846,MID5466,PSUR5583,FSUR8532,e45a6e7f-70a,46825587-2b1,e5cfbb7b-b,F,2025-May-14 00:00:00,2025-May-15 00:00:00,2,7e1c35bb,66b0ac8e,False,127.0,5d0e790b,,ENG
50442252-3fd,SCH2,2014-Jun-04 00:00:00,SUR3226,FOR6862,MID2585,PSUR7650,FSUR9113,846671c8-72c,b1e24753-0cd,bb2c94c6-7,F,2025-Jun-26 00:00:00,2025-Jul-03 00:00:00,1,1b455086,f766c201,False,130.0,9a5d093b,,
5099361d-0cc,SCH3,2018-Aug-12 00:00:00,SUR9931,FOR4684,MID6235,PSUR6415,FSUR9574,10093d0c-ee7,959cd1a1-18f,3665ccd5-1,M,2023-Oct-09 00:00:00,2025-Jul-07 00:00:00,1,216844a9,bec10c8d,False,136.0,79d46d7b,,
