pupilnolongeronrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,leavingdate,pupilnolongeronrollorderseqcolumn,sourceid,schoolcensustableid,parttime,termlysessionspossible,moveonrollflag,ethnicity,boarder,language
3b82680b-31b,SCH8,2013-May-31 00:00:00,SUR4747,FOR6868,MID2761,PSUR2991,FSUR3673,aa26ee47-56a,12cd7f91-dc9,30ddf35e-3,M,2024-Feb-18 00:00:00,2025-Apr-06 00:00:00,1,b15c2843,ba582117,False,129.0,ae35794c,ABAN,,ENG
40b12231-92c,SCH7,2019-Mar-26 00:00:00,SUR1764,FOR3967,MID7762,PSUR9637,FSUR2049,e30ae748-ab4,476336ee-1a7,67f26e3b-7,M,2024-Apr-06 00:00:00,2025-Apr-08 00:00:00,1,8d3de829,11dd6de2,False,133.0,bb8b1a69,WBRI,,ENG
42255998-97e,SCH6,2015-Oct-31 00:00:00,SUR9129,FOR3210,MID2291,PSUR5012,FSUR8862,9137ea5c-efc,9df35c55-d09,022df28b-7,F,2022-Oct-01 00:00:00,2025-Mar-16 00:00:00,1,e754275b,7d78976e,False,127.0,ba94e08b,CHKC,,CYM
42a1bf04-3e3,SCH1,2013-Feb-04 00:00:00,SUR5498,FOR5163,MID7011,PSUR7396,FSUR6475,02f806bb-783,8b2929e3-4a6,0d20e604-f,M,2024-May-16 00:00:00,2025-Mar-10 00:00:00,1,f0790308,8e53292e,False,139.0,961bace6,BGHA,,ENG
42a284f7-8ae,SCH2,2013-Nov-25 00:00:00,SUR5729,FOR5741,MID3821,PSUR7414,FSUR9583,fa505d20-d68,e062585c-5f4,e57fd0bc-c,F,2021-Nov-28 00:00:00,2025-Feb-13 00:00:00,1,e837b7e7,6d2e6f7d,False,131.0,eed21677,BOTB,,CYM
43803b95-989,SCH8,2017-Apr-05 00:00:00,SUR9363,FOR4560,MID9057,PSUR3909,FSUR9270,aa3a4afc-ae5,469c694b-4a1,5f7bb03d-e,M,2022-Dec-06 00:00:00,2025-Jan-15 00:00:00,1,6e105480,d9ea9913,False,123.0,5fed5bf7,WTUR,,ENG
43c88d38-31a,SCH3,2018-Nov-03 00:00:00,SUR1766,FOR2357,MID6214,PSUR8177,FSUR3915,cd88185e-31c,8d3d42e9-b24,f8a6e420-1,M,2023-Oct-28 00:00:00,2025-Mar-30 00:00:00,1,45bc378f,37c1fa1f,False,122.0,281b5cd7,WALB,,GER
44874cdf-d53,SCH6,2018-Nov-25 00:00:00,SUR4647,FOR3943,MID7415,PSUR1801,FSUR2305,d070abe9-c52,b216bda4-062,4540cc68-6,F,2024-Dec-26 00:00:00,2025-Mar-02 00:00:00,1,29af78cd,7b788b33,False,136.0,0d37a89b,BEUR,,ENG
4669cd60-e4b,SCH2,2011-Jun-30 00:00:00,SUR9876,FOR7276,MID3395,PSUR4119,FSUR3302,5b06ba95-b77,5a6a3b27-37a,6548a403-c,M,2024-Jul-23 00:00:00,2025-Jan-19 00:00:00,1,4e8f3f7a,7941b543,False,132.0,9ddd2d9c,OTHA,,GER
4669cd60-e4b,SCH4,2011-Jun-30 00:00:00,SUR9876,FOR7276,MID3395,PSUR4119,FSUR3302,5b06ba95-b77,5a6a3b27-37a,6548a403-c,M,2025-Jan-20 00:00:00,2025-Mar-10 00:00:00,2,6da8adf8,38d779e6,False,143.0,1f91a184,,N,ENG
4669cd60-e4b,SCH2,2011-Jun-30 00:00:00,SUR9876,FOR7276,MID3395,PSUR4119,FSUR3302,5b06ba95-b77,5a6a3b27-37a,6548a403-c,M,2025-Mar-11 00:00:00,2025-Mar-12 00:00:00,3,4bcb25c6,3f17001a,False,130.0,b6d1b4af,AKPA,,
466ee830-1f3,SCH1,2009-Jan-23 00:00:00,SUR1462,FOR1613,MID5892,PSUR5236,FSUR6991,b11fb6be-8b6,ddfa0139-d18,c424ad15-5,M,2021-Feb-22 00:00:00,2025-Feb-10 00:00:00,1,c965b080,8cb17025,False,129.0,22b67ee4,AKPA,,CYM
46767bdd-051,SCH6,2015-Sep-28 00:00:00,SUR6985,FOR4989,MID3553,PSUR4660,FSUR4940,f13d037d-395,52a8687f-508,40e82c5e-c,M,2018-Oct-13 00:00:00,2025-Mar-19 00:00:00,1,7c977aae,aea113e8,False,130.0,a58d6e46,MWBC,,ENG
46767bdd-051,SCH4,2015-Sep-28 00:00:00,SUR6985,FOR4989,MID3553,PSUR4660,FSUR4940,f13d037d-395,52a8687f-508,40e82c5e-c,M,2025-Mar-20 00:00:00,2025-Apr-01 00:00:00,2,23ac81f1,e1cbe693,,140.0,62133581,WIRT,N,UKR
472f609a-1be,SCH6,2016-Nov-18 00:00:00,SUR4387,FOR3699,MID3066,PSUR8328,FSUR8978,1b800171-302,84a30a47-cd2,347a5faf-2,F,2024-Nov-30 00:00:00,2025-Jan-21 00:00:00,1,6e5563b2,6865a12c,False,127.0,e7221216,MACH,,ENG
47592a2a-f40,SCH7,2014-Dec-27 00:00:00,SUR7713,FOR1235,MID5096,PSUR9154,FSUR1621,d86b86b9-354,43c6a9d8-d29,ef2ebfe9-6,M,2024-Apr-15 00:00:00,2025-Jan-15 00:00:00,1,99f2e43a,23481828,False,129.0,59d4c4f4,WROR,,CYM
47592a2a-f40,SCH5,2014-Dec-27 00:00:00,SUR7713,FOR1235,MID5096,PSUR9154,FSUR1621,d86b86b9-354,43c6a9d8-d29,ef2ebfe9-6,M,2025-Jan-16 00:00:00,2025-Jan-22 00:00:00,2,89bb44ca,a154c25b,False,129.0,8ac006df,MWBA,,RUS
47d0488a-2aa,SCH5,2009-Aug-19 00:00:00,SUR6268,FOR7553,MID9647,PSUR1777,FSUR4976,d5cd9845-818,379f4cec-8cf,937409a8-8,M,2025-Mar-18 00:00:00,2025-Mar-27 00:00:00,1,359825d8,8f48948b,False,127.0,7eae0be5,,,GAL
48d0d644-cea,SCH4,2009-Jun-15 00:00:00,SUR5009,FOR2540,MID5889,PSUR4312,FSUR5950,5eb09e05-63b,a45b88cc-045,714f70ba-a,M,2022-Feb-24 00:00:00,2025-Feb-01 00:00:00,1,61fee249,e8b5d3b8,False,136.0,ec880660,OMAL,,ENG
49238ac8-f72,SCH3,2017-Jun-13 00:00:00,SUR8299,FOR2757,MID3568,PSUR3855,FSUR6804,d3bb9b71-fa6,a161cd86-6fc,0b6d9b86-d,M,2020-Nov-25 00:00:00,2025-Feb-09 00:00:00,1,1b79ed88,0ecdf52a,False,137.0,b39e29fa,OFIL,N,ENG
498b4354-cdf,SCH7,2013-Apr-20 00:00:00,SUR8585,FOR1999,MID9562,PSUR1872,FSUR8193,708ab588-e30,b41fa582-fe1,396ca4ee-3,M,2024-Feb-20 00:00:00,2025-Mar-31 00:00:00,1,0ac8ac08,acbac558,,128.0,b9bb26a6,BEUR,,
4ddc935f-31e,SCH4,2010-Oct-06 00:00:00,SUR3702,FOR3382,MID5519,PSUR1582,FSUR4398,5ae98c32-834,570b8d71-5fe,d252303f-f,M,2021-Jan-28 00:00:00,2025-Mar-05 00:00:00,1,b5e96773,85734692,False,123.0,c301f558,NOBT,,PRST
4e057efd-959,SCH3,2014-Apr-04 00:00:00,SUR2153,FOR5805,MID8434,PSUR7686,FSUR6669,74b87a3b-e3e,6f54ac4a-11a,cd235286-3,M,2023-Nov-11 00:00:00,2025-Mar-27 00:00:00,1,ce7282e0,e0d6bca4,False,130.0,06aba276,WOWB,,CYM
4ea566ae-237,SCH8,2016-Jun-01 00:00:00,SUR9397,FOR2692,MID9369,PSUR2933,FSUR4411,a48988a7-eea,a5186708-b6c,4517006a-e,M,2022-Sep-04 00:00:00,2025-Mar-25 00:00:00,1,c04fed27,abfad740,,129.0,c75f527a,CMAL,,GER
4fec3dcd-c9f,SCH1,2018-Jan-19 00:00:00,SUR7719,FOR1440,MID5497,PSUR5816,FSUR7988,9b04e68a-671,1af9d1aa-0b3,5e249cdd-e,M,2025-Jan-15 00:00:00,2025-Feb-18 00:00:00,1,8ba72993,9ebd6a58,False,134.0,6c6c75b1,OLIB,,ENG
505e619c-0a7,SCH5,2019-Jan-08 00:00:00,SUR9800,FOR7225,MID4620,PSUR8852,FSUR9123,52052cb6-86e,cbc1cd77-410,93c6c1af-f,F,2019-Aug-29 00:00:00,2025-Apr-10 00:00:00,1,0316295f,48a87e20,True,126.0,0c0f2fb3,WCRO,,ENG
50cc7bf5-6cb,SCH2,2008-Jul-26 00:00:00,SUR5175,FOR8064,MID4733,PSUR8073,FSUR8694,4f860485-960,fcac974a-b8b,6e1b0bcc-f,M,2024-Jun-28 00:00:00,2025-Mar-30 00:00:00,1,3bdb1ae3,1d6cf77a,,134.0,75260990,,,ENG
51966344-8f5,SCH5,2009-Feb-20 00:00:00,SUR7791,FOR4844,MID8319,PSUR3864,FSUR7481,6bbf3616-302,ecde36b7-e3d,e5cb7cb0-f,M,2023-May-17 00:00:00,2025-Jan-14 00:00:00,1,761a1421,faf184e1,False,132.0,612b0aa4,ANEP,,PNJA
51a66a4a-dba,SCH7,2007-Sep-19 00:00:00,SUR8476,FOR6982,MID4778,PSUR2222,FSUR3203,7a899e8a-cf7,d7e5b1d4-c0a,fd76b3bf-b,F,2024-Oct-16 00:00:00,2025-Feb-03 00:00:00,1,b7d40519,d7e4ed4e,False,123.0,36f0b84d,BOTH,,ENG
51bf9b95-253,SCH6,2014-Jun-18 00:00:00,SUR2024,FOR7940,MID7518,PSUR7568,FSUR7041,c6380068-bf8,80abab81-fce,fcb1cb34-8,F,2023-May-20 00:00:00,2025-Mar-08 00:00:00,1,873181d1,39095841,False,122.0,891c766f,BBRI,,GAL
54dd761f-bad,SCH8,2010-Apr-24 00:00:00,SUR1617,FOR8076,MID7877,PSUR4774,FSUR6038,5073e0c6-721,9b97ed03-f40,48396ff0-9,M,2020-Feb-26 00:00:00,2025-Jan-25 00:00:00,1,fef59491,791b0fe3,False,126.0,9f2cfbe1,WBRI,N,
55967b4a-db9,SCH5,2012-Feb-03 00:00:00,SUR4874,FOR7853,MID3822,PSUR5706,FSUR7225,6082f60c-973,157efd8a-ea4,6818c4db-6,M,2024-Dec-02 00:00:00,2025-Mar-29 00:00:00,1,d2e1ec47,1340f80a,False,129.0,21569102,WBRI,,ENG
55bd0e4b-224,SCH4,2019-Apr-29 00:00:00,SUR6288,FOR5017,MID9552,PSUR4183,FSUR9604,8b83fc92-e3b,164f30fe-a8b,f67e62b9-9,M,2024-Sep-25 00:00:00,2025-Jan-29 00:00:00,1,3706ad34,7997030a,False,123.0,df539609,WROR,,ENG
575d669a-ee2,SCH7,2015-Jan-20 00:00:00,SUR8999,FOR5853,MID3000,PSUR7318,FSUR3251,cb933373-6be,1b809264-ca2,d0df4eda-e,M,2023-Nov-02 00:00:00,2025-Mar-25 00:00:00,1,a749c76d,4b07115b,False,127.0,0bdfdb82,BSUD,,
5787a812-d79,SCH6,2013-Jan-29 00:00:00,SUR3629,FOR8121,MID6409,PSUR5231,FSUR1138,998b9342-672,4d904a18-45e,9bdc1642-b,M,2024-Aug-18 00:00:00,2025-Feb-15 00:00:00,1,4c22854b,9c9f614b,False,129.0,fec2a985,AMPK,,GER
58cb387d-4b6,SCH7,2014-Apr-06 00:00:00,SUR1114,FOR8861,MID4484,PSUR8366,FSUR6957,2ae8ed65-3e5,99da186d-efc,e451074f-4,M,2021-Apr-02 00:00:00,2025-Mar-24 00:00:00,1,16df2be9,e5d2d939,False,132.0,ec7f7ecd,WPOR,,ENG
5950786e-746,SCH7,2014-Dec-17 00:00:00,SUR3438,FOR7212,MID4233,PSUR6881,FSUR5831,42f82ae2-7a0,1cc94639-b28,a4d6a94b-4,M,2022-Jul-22 00:00:00,2025-Jan-30 00:00:00,1,a812af5c,e5da549b,False,135.0,56b3c775,WGRC,,ENG
598e48fa-20d,SCH7,2012-Sep-05 00:00:00,SUR2937,FOR4758,MID1128,PSUR1701,FSUR9940,7128179d-802,e5121887-384,19289541-4,F,2023-Apr-11 00:00:00,2025-Mar-05 00:00:00,1,ffc81179,5cf94933,True,137.0,1a1faa2f,WROR,,ENG
5ab4f5db-0a6,SCH4,2011-Jun-30 00:00:00,SUR5186,FOR2872,MID9341,PSUR7181,FSUR6915,673e19cf-9ad,8cfedcf9-3a1,ba2fa6a7-6,F,2024-Jun-20 00:00:00,2025-Mar-14 00:00:00,1,9ea430a6,40378f40,False,,6b49430d,BSOM,,PNJA
5af6971a-7f5,SCH7,2018-Jul-28 00:00:00,SUR8353,FOR7602,MID6091,PSUR1002,FSUR6790,9ca1bc7e-a47,480d356e-3a9,9a509b8a-3,F,2023-Nov-15 00:00:00,2025-Mar-07 00:00:00,1,9fafbbdf,4af675f7,False,129.0,8bde8142,AKAO,,BNG
5b0da0a1-d39,SCH3,2020-Jan-11 00:00:00,SUR2839,FOR6801,MID9313,PSUR7413,FSUR8349,7b692ca5-935,7bef59a9-ea0,dafab968-a,M,2024-Jan-08 00:00:00,2025-Jan-30 00:00:00,1,d2c87668,3bbf8c88,False,131.0,a0d28e6d,OLAM,,ENG
5b56e745-bc2,SCH5,2016-Apr-14 00:00:00,SUR8179,FOR4561,MID2983,PSUR3098,FSUR7284,d7b20670-93f,7de8d9e4-c3f,43f45ccc-e,F,2025-Mar-14 00:00:00,2025-Mar-29 00:00:00,1,ca932aec,6c9610a1,True,129.0,23ff6b64,WNIR,N,ENG
5b9df564-b4b,SCH7,2014-Jun-18 00:00:00,SUR2548,FOR9289,MID8121,PSUR2189,FSUR8697,aff93e87-5e5,b50bfad4-de5,6d9effbc-2,F,2024-Dec-09 00:00:00,2025-Apr-04 00:00:00,1,10124587,ffa523d9,False,122.0,1f4f8b72,CHKC,N,ENG
5d3bf774-bfe,SCH5,2014-Apr-20 00:00:00,SUR1457,FOR3646,MID2881,PSUR2865,FSUR1995,525aa98e-2ab,34759042-2d0,d45bdc8d-5,M,2022-Dec-27 00:00:00,2025-Mar-30 00:00:00,1,9dd47a3f,2c157093,True,133.0,d01f5117,MBCH,,ENG
5d7f9512-c8b,SCH7,2016-Oct-08 00:00:00,SUR6671,FOR1208,MID1971,PSUR9500,FSUR1369,e10aafc1-7c0,c3740a57-8ad,c5c0c20c-6,M,2022-Dec-22 00:00:00,2025-Jan-17 00:00:00,1,d2485048,fe4a5fc0,False,116.0,11605f88,NOBT,,ENG
5e5192a1-502,SCH1,2016-Jan-20 00:00:00,SUR4541,FOR3558,MID6661,PSUR1674,FSUR6751,46a83206-839,8155ae09-42e,d699979f-9,M,2021-Sep-26 00:00:00,2025-Jan-18 00:00:00,1,f27edf18,105b4e26,True,132.0,3ffcd3f9,WOTW,,ENG
5e7c4f17-128,SCH1,2020-Aug-22 00:00:00,SUR6891,FOR5366,MID8472,PSUR1014,FSUR8427,35164298-582,d48b715a-504,b215dbce-7,M,2025-Feb-10 00:00:00,2025-Mar-20 00:00:00,1,c43fa81f,fc491ab3,True,137.0,4e1a184c,WROM,,ENG
5f5c358e-bf8,SCH8,2012-May-30 00:00:00,SUR1024,FOR9290,MID9346,PSUR4844,FSUR9630,f1fe062b-fdb,d8a955be-790,c5ad96e2-f,M,2024-Dec-26 00:00:00,2025-Feb-24 00:00:00,1,518b5c68,71f2b851,False,121.0,15db44ae,WSCO,,CYM
60379fb8-10f,SCH1,2017-Dec-14 00:00:00,SUR8268,FOR7326,MID1609,PSUR9793,FSUR6958,b5630036-9b5,d3903092-8e1,c88e7204-1,M,2025-Mar-15 00:00:00,2025-Mar-30 00:00:00,1,904eae7f,ff229042,,135.0,cf90b7fd,AKAO,,BEL
614696a4-c3f,SCH5,2009-Jul-08 00:00:00,SUR5935,FOR2612,MID6037,PSUR9036,FSUR9822,277759e7-8e9,c97cde63-8db,cb795845-f,F,2023-Feb-17 00:00:00,2025-Mar-29 00:00:00,1,a6cef371,bcedd4d7,False,131.0,914a85a7,BWEL,,ENG
61855763-9eb,SCH3,2013-Oct-16 00:00:00,SUR4142,FOR2131,MID6308,PSUR6237,FSUR8855,d16348e2-f49,fd0ab5e0-8ff,29d8f8a3-f,M,2023-Sep-10 00:00:00,2025-Feb-13 00:00:00,1,033a95a7,486147b6,True,128.0,07080678,WBOS,,ENG
61c0c0f3-cfa,SCH8,2009-Jan-30 00:00:00,SUR5452,FOR4496,MID6262,PSUR1678,FSUR7261,f078e1e1-f20,ac180291-887,144218be-6,F,2023-Nov-13 00:00:00,2025-Jan-08 00:00:00,1,24acbc90,47941507,False,128.0,12b14cd4,BBRI,,ENG
61c0c0f3-cfa,SCH6,2009-Jan-30 00:00:00,SUR5452,FOR4496,MID6262,PSUR1678,FSUR7261,f078e1e1-f20,ac180291-887,144218be-6,F,2025-Jan-09 00:00:00,2025-Mar-02 00:00:00,2,54576c22,dfe30e54,False,122.0,44c41196,WGRK,N,GER
634f19fa-685,SCH7,2016-Jun-04 00:00:00,SUR2396,FOR3199,MID7087,PSUR7956,FSUR3313,fac7ff02-3ae,4d88ca6f-27d,73b40b11-9,F,2022-Feb-21 00:00:00,2025-Jan-09 00:00:00,1,a5c3bf72,f278abf0,False,133.0,6805798a,MWAS,,
64c48de0-7e1,SCH1,2012-Aug-01 00:00:00,SUR8547,FOR5462,MID8522,PSUR2595,FSUR9828,3ee989a2-549,b8e84dc6-140,97113b45-3,M,2021-Jan-15 00:00:00,2025-Jan-10 00:00:00,1,02afaf3b,911820b6,False,137.0,6a9ddba2,WBRI,,ENG
6599efbc-28c,SCH2,2014-Dec-19 00:00:00,SUR7267,FOR5703,MID9127,PSUR1612,FSUR5564,e8ff113f-2a1,7b4de394-a47,9253ee50-e,F,2024-Dec-20 00:00:00,2025-Mar-24 00:00:00,1,9962528b,f15f1ac4,False,129.0,b73a5795,OMRC,,
665f5279-69e,SCH7,2013-Jan-02 00:00:00,SUR5298,FOR8196,MID1362,PSUR9511,FSUR3437,f01d2df7-bd7,f9f8701f-245,8ca7f967-8,F,2024-Jan-01 00:00:00,2025-Feb-25 00:00:00,1,454ba83d,c69cdd89,False,133.0,395583e7,,N,PRST
67b9fe49-8ac,SCH1,2019-May-01 00:00:00,SUR2139,FOR2500,MID5186,PSUR2915,FSUR4151,e40f852c-e87,ca6789cf-66e,5533d217-1,F,2021-Sep-13 00:00:00,2025-Jan-08 00:00:00,1,00b06e8e,74fe7b09,False,132.0,1d30146a,OLEB,6,ENG
67c48b9d-d5c,SCH4,2013-Dec-17 00:00:00,SUR7104,FOR5987,MID5736,PSUR4320,FSUR2709,14a56f5e-ae7,b6ea1382-0ea,7dfa5283-3,F,2024-Dec-14 00:00:00,2025-Mar-26 00:00:00,1,c6ebb73a,fac7d578,True,124.0,fbc0771f,MACH,,ENG
67e16869-b0d,SCH1,2009-Sep-09 00:00:00,SUR9268,FOR5660,MID5460,PSUR1346,FSUR6481,aa70005f-e4d,8681b2ab-8d3,f3ca88a3-c,F,2023-Dec-02 00:00:00,2025-Mar-28 00:00:00,1,5d809cb1,dd567e68,False,125.0,06886efb,OTHA,,
681956e1-744,SCH2,2008-Feb-13 00:00:00,SUR9596,FOR9658,MID4005,PSUR7839,FSUR3002,8fd11f3e-d49,3bd14930-fd5,8a365f47-b,F,2024-Aug-28 00:00:00,2025-Jan-15 00:00:00,1,9389de73,d31a973f,False,133.0,ea09b5c2,OYEM,,ENG
682b1452-329,SCH5,2012-Jan-15 00:00:00,SUR9247,FOR2329,MID4391,PSUR4387,FSUR1092,7bf3b29b-f6f,f187191c-8a8,418b2871-9,M,2024-Apr-27 00:00:00,2025-Apr-09 00:00:00,1,17827651,3dd72a77,False,132.0,05aa533c,MOTM,,GAL
684d6411-9e0,SCH7,2015-Apr-12 00:00:00,SUR6987,FOR5281,MID7995,PSUR9305,FSUR1977,b3f06a29-d61,4a37179e-c88,7971d094-6,F,2022-Apr-07 00:00:00,2025-Apr-06 00:00:00,1,d6e61cff,42a286db,False,120.0,4347b24b,OIRQ,N,ENG
68d3701a-b78,SCH2,2016-Apr-18 00:00:00,SUR4012,FOR8076,MID4599,PSUR4705,FSUR4452,ef1c6c61-eb1,42fbe1bb-42d,9ef40f80-c,M,2025-Jan-29 00:00:00,2025-Jan-30 00:00:00,1,ffbff337,a6ccfe27,False,131.0,49fbec77,ASRO,7,CYM
6a2f9e15-5f8,SCH2,2011-Feb-01 00:00:00,SUR9863,FOR6993,MID4983,PSUR9560,FSUR9970,d7cd64f6-eab,fc671a18-a52,f91830cb-6,F,2019-Jul-25 00:00:00,2025-Feb-05 00:00:00,1,75e69d91,dfa59398,False,134.0,0bfaac7a,WPOR,,ENG
6a8abaf9-2f4,SCH1,2008-Feb-15 00:00:00,SUR9368,FOR1627,MID8249,PSUR7548,FSUR8539,b0eb6855-a42,14ebd368-ec9,85cb49ed-0,F,2023-Jul-29 00:00:00,2025-Mar-06 00:00:00,1,0b73a8ed,380a8afe,,130.0,53631199,WBRI,,GER
6b5949f4-212,SCH1,2013-May-11 00:00:00,SUR6335,FOR6548,MID3644,PSUR9412,FSUR7019,1716955d-7f8,5ac5c6fc-2f4,720d5903-6,M,2023-Dec-04 00:00:00,2025-Feb-04 00:00:00,1,c921c102,f7257132,,127.0,86be50cf,WBOS,N,ENG
6c0349f6-370,SCH4,2014-Oct-11 00:00:00,SUR8441,FOR5419,MID2223,PSUR9515,FSUR9415,b3ec6d26-57f,946be229-434,77df2d82-4,F,2019-May-14 00:00:00,2025-Jan-24 00:00:00,1,57fd1db2,4a3457e1,False,133.0,115aae71,AMPK,,ENG
6d147368-e8c,SCH2,2017-Sep-05 00:00:00,SUR3351,FOR1901,MID3700,PSUR1138,FSUR8708,2d5a107b-19f,cf74fa38-eec,61aa1f12-c,M,2025-Jan-11 00:00:00,2025-Mar-24 00:00:00,1,09b9862d,c42065b7,False,127.0,7d8ef6f5,MWBA,N,ENG
70051bff-ddc,SCH4,2011-Oct-07 00:00:00,SUR8372,FOR3187,MID7756,PSUR1066,FSUR6089,43758582-2a2,c6ceb58a-889,f688f2b3-c,F,2024-Dec-01 00:00:00,2025-Mar-02 00:00:00,1,58e1d519,54d2b527,True,116.0,93917116,WGRK,,ENG
70a1e6cf-9e0,SCH2,2007-Dec-09 00:00:00,SUR7226,FOR6812,MID3633,PSUR8043,FSUR6018,e2b812ea-8af,db51db74-3f0,bc9e7068-6,M,2025-Mar-10 00:00:00,2025-Mar-17 00:00:00,1,c80d4038,985cd92e,False,,c8e2d2cf,MAOE,,ENG
722421a3-c23,SCH2,2017-Nov-27 00:00:00,SUR7231,FOR6432,MID8060,PSUR7520,FSUR2173,d1736991-1a2,3ade4c22-f1b,c8aa58cc-3,M,2024-Nov-14 00:00:00,2025-Jan-29 00:00:00,1,4fac8d99,771fb26a,False,128.0,46c50c9d,MOTH,,ENG
73838efd-997,SCH3,2009-Oct-17 00:00:00,SUR5052,FOR1034,MID6932,PSUR3645,FSUR2617,2dcf69a0-c1b,b1f1572c-fe8,1e04cab3-9,F,2024-Jun-16 00:00:00,2025-Feb-08 00:00:00,1,22953b26,8400e0e3,False,136.0,72c1930e,BANN,,ENG
74d5df59-b7b,SCH3,2015-Apr-30 00:00:00,SUR8497,FOR1668,MID9802,PSUR6965,FSUR6980,1612eece-81c,444754e3-67e,223fc63d-2,F,2022-Nov-24 00:00:00,2025-Jan-29 00:00:00,1,17b09e16,5dc4e7ec,True,129.0,c4f92c7b,MCOE,,ENG
74d5df59-b7b,SCH1,2015-Apr-30 00:00:00,SUR8497,FOR1668,MID9802,PSUR6965,FSUR6980,1612eece-81c,444754e3-67e,223fc63d-2,F,2025-Jan-30 00:00:00,2025-Feb-10 00:00:00,2,ba54de26,2aa7cd04,False,134.0,235ac78a,BSUD,,ENG
75447e48-6ad,SCH8,2016-Sep-04 00:00:00,SUR4983,FOR8590,MID8045,PSUR2669,FSUR5204,79df9ef9-354,cc8809df-f6f,b689c73c-3,M,2022-Oct-30 00:00:00,2025-Feb-06 00:00:00,1,453eedbb,59bce5ee,False,128.0,14fccf63,WNIR,N,ENG
756253e7-8a4,SCH1,2016-Sep-06 00:00:00,SUR1700,FOR7830,MID2150,PSUR2592,FSUR9538,73fdabdb-80b,fd6a3cc5-30d,ffb28be1-e,M,2022-May-04 00:00:00,2025-Jan-19 00:00:00,1,cae9911c,8eba116d,False,127.0,42bf3b90,WEEU,,ENG
7627d1da-ac0,SCH1,2010-Aug-09 00:00:00,SUR4796,FOR9696,MID4469,PSUR6578,FSUR5284,b7eae2eb-7ac,5b365a6d-0a8,fab99e75-a,F,2023-Feb-21 00:00:00,2025-Mar-16 00:00:00,1,dbd7191a,df52324d,False,124.0,1d11d702,ABAN,N,ENG
7686e66c-672,SCH4,2007-Dec-09 00:00:00,SUR2095,FOR4259,MID7735,PSUR7670,FSUR1971,76fc2a38-108,fc43d3dd-7ba,344664ce-2,M,2025-Jan-10 00:00:00,2025-Feb-20 00:00:00,1,3808a8b6,1fdcc1c9,,130.0,f6b59908,CSNG,,ENG
77d50da3-99f,SCH6,2009-Nov-27 00:00:00,SUR2466,FOR8842,MID2560,PSUR8934,FSUR8024,1d469eca-6b1,9daa1703-b71,d64ec018-4,M,2024-Oct-27 00:00:00,2025-Mar-22 00:00:00,1,8c4edcc6,716a1e8a,False,134.0,ea9fb6ed,BWEL,,ENG
7929a9f2-9a8,SCH7,2008-Oct-04 00:00:00,SUR2197,FOR6323,MID8455,PSUR7988,FSUR4333,4e9302b6-1aa,d6e67239-408,a0ff080b-e,F,2024-Jul-27 00:00:00,2025-Mar-23 00:00:00,1,29ffe76b,7456fde2,True,130.0,ffc001d4,AOTH,,
79c7a0fc-a31,SCH4,2012-Feb-02 00:00:00,SUR5002,FOR8186,MID7745,PSUR8484,FSUR8584,3782a6df-c5a,a1bfab65-02b,bb142638-3,F,2025-Jan-05 00:00:00,2025-Mar-31 00:00:00,1,e4af67a6,af40b8b4,False,134.0,1c12659c,WBRI,,DAN
7a0390b7-29e,SCH7,2017-Nov-15 00:00:00,SUR3365,FOR8057,MID9534,PSUR8799,FSUR2847,a3410552-51d,a706d299-430,9845e24d-7,F,2023-Jul-25 00:00:00,2025-Jan-07 00:00:00,1,aa44dd17,4bf57a3c,True,131.0,ba2e18db,WOTH,,ENG
7a132d35-27e,SCH2,2010-Aug-10 00:00:00,SUR5952,FOR4432,MID1963,PSUR3279,FSUR8419,7f4bd726-c5b,902b6ebd-c94,5ffd1d0b-9,F,2022-Mar-05 00:00:00,2025-Jan-28 00:00:00,1,f7a0be8c,be3f90e8,False,128.0,c53e07ee,WROM,,ENG
7a633100-555,SCH2,2017-Jan-06 00:00:00,SUR6097,FOR5739,MID6577,PSUR4829,FSUR6028,04c8cc94-d73,2c3c0b64-bd9,57fd665e-0,M,2024-Sep-22 00:00:00,2025-Mar-28 00:00:00,1,418efe21,01fcc7df,False,126.0,b35ad8ed,OIRN,,
7b340756-b25,SCH4,2016-Feb-05 00:00:00,SUR2862,FOR2347,MID2790,PSUR7754,FSUR8720,d4cc05e6-386,d1fb8ca2-c2e,f8ca66f5-3,M,2024-Dec-06 00:00:00,2025-Mar-11 00:00:00,1,16f89f82,5e57a232,False,128.0,a066a51c,OFIL,,ENG
7ba39325-26b,SCH1,2017-Jul-23 00:00:00,SUR6574,FOR2225,MID4423,PSUR1591,FSUR8391,c23d9cf6-87f,4d1a6964-03d,895f9e5f-9,F,2019-Jan-25 00:00:00,2025-Jan-19 00:00:00,1,2485e99e,170c34d8,True,137.0,684d8104,WCRO,,ENG
7bb06400-22f,SCH4,2020-Aug-14 00:00:00,SUR5574,FOR7016,MID5276,PSUR5187,FSUR4613,b1b56b6c-5cc,af6970d1-f96,c6129c56-6,F,2019-Mar-11 00:00:00,2025-Feb-25 00:00:00,1,55ab969d,f6709f90,True,132.0,702ef6e1,WWEL,,BNG
