pupilonrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,pupilonrollorderseqcolumn,sourceid,schoolcensustableid,hoursatsetting,schoollunchtaken,parttime,topupfunding,termlysessionspossible,senunitindicator,resourcedprovisionindicator,moveoffrollflag,fundedhours,missingaddress,extendedhours,eligibilitycode,dafindicator,yssa,servicechild,language,classtype,enrolstatus,boarder,plaa,senprovision,ncyearactual,eyppr,eyppbf,expandedhours
1e85e000-ef0,SCH3,2017-May-07 00:00:00,SUR9486,FOR5071,MID6532,PSUR6805,FSUR6197,a7d5fbda-cdd,9f3a7139-b17,222ddbf7-8,F,2025-Mar-25 00:00:00,1,ec36adad,c965c0da,734.0,True,False,False,129.0,True,False,e79e0196,,28caa1ef,,,,,N,ENG,,O,,,P,N2,,,
1e86e5ea-838,SCH8,2020-Jun-23 00:00:00,SUR3611,FOR9889,MID7044,PSUR2806,FSUR5438,3520200b-a1a,7c463deb-abd,6260cda4-4,M,2024-Feb-01 00:00:00,1,67ed5d4e,b249c2a7,822.0,True,False,True,137.0,False,False,5d7e8f17,,1c0a301d,,,,,,CYM,,,,A,,13,,,
1e8b4389-b38,SCH7,2009-Oct-29 00:00:00,SUR1578,FOR5648,MID7613,PSUR2783,FSUR8578,d4ce3c47-90e,4359e3d4-ce8,fdf64f53-4,F,2023-Feb-16 00:00:00,1,fedd4dee,42c5aaa1,748.0,False,False,False,135.0,False,False,9804a52e,,6c69de60,,,False,,,ENG,,F,,R,,5,,,
1e8d64d2-a41,SCH5,2008-Jul-03 00:00:00,SUR9789,FOR1785,MID8838,PSUR4346,FSUR8903,de192835-b2d,7487b2ce-621,387e832e-1,F,2020-May-24 00:00:00,1,bbe5b9b1,17e6618c,751.0,,,,128.0,False,False,0a3c49b6,,39b0918b,,,,,,ENG,,O,,,E,N2,No,,
1e95b860-631,SCH2,2012-Apr-07 00:00:00,SUR4600,FOR2637,MID3985,PSUR9626,FSUR4664,4beef856-59a,5f23e6af-9b0,b1c2c832-5,M,2025-Mar-05 00:00:00,1,13588113,2c7325a7,811.0,True,True,,124.0,True,,d1d1d0e9,,7b227601,,,,,,ENG,O,C,,G,,8,,,
1e9affad-576,SCH7,2019-Oct-05 00:00:00,SUR8574,FOR6063,MID1678,PSUR3617,FSUR7441,27308e97-83c,f1feba80-722,ff00e742-9,F,2024-May-01 00:00:00,1,82d40e93,4e6ef043,824.0,False,True,False,121.0,,False,d27f7a2c,,c3fff31f,,,,,Y,ENG,,M,,C,,8,,,
1e9de64f-25b,SCH5,2012-Sep-04 00:00:00,SUR2552,FOR2133,MID5955,PSUR5951,FSUR8701,eee6ac70-7e2,4200f36d-522,1da8e174-2,F,2024-Dec-16 00:00:00,1,2d2f3bec,70ca0aaa,756.0,True,,True,136.0,False,False,36be3601,,2ff67605,,,,,,ENG,,F,,,,8,No,,
1ea72005-b5d,SCH6,2011-Apr-24 00:00:00,SUR3332,FOR7199,MID6738,PSUR4590,FSUR1181,bcf13d86-c72,651aee70-f07,c0ed1680-8,F,2024-Aug-02 00:00:00,1,65c969dd,e68615a3,758.0,True,False,False,123.0,False,False,de05c0d8,,ce0912a2,,,,,,ENG,,M,N,,,M,,,
1ea9809b-386,SCH1,2009-Dec-01 00:00:00,SUR2703,FOR5570,MID2466,PSUR4608,FSUR3170,4842ed31-6b4,b352263a-1c8,eada4607-9,M,2023-Oct-30 00:00:00,1,274bb3ac,d354405f,763.0,,False,False,132.0,True,False,133de3c3,,3f074201,,,,Unsought,,ENG,,C,,N,,4,No,,
1eac3646-bc4,SCH2,2014-Jun-17 00:00:00,SUR4861,FOR7878,MID1102,PSUR7857,FSUR5774,b2087619-1a7,88514373-df6,800c8cd8-5,F,2022-Aug-14 00:00:00,1,4c601652,fae75938,777.0,True,False,True,128.0,False,False,138c98f7,,4e062a16,,8.0,False,,U,GER,,,,N,S,13,,,
1eb5fa10-dd8,SCH1,2011-Aug-12 00:00:00,SUR4505,FOR2055,MID6707,PSUR5803,FSUR5417,e370b51a-8c9,1062858b-692,4a5083bf-b,F,2020-Feb-28 00:00:00,1,bfcbeb4f,f15b51fe,805.0,True,False,False,124.0,False,False,8f83c2b3,,dafac388,,,,No,Y,ENG,,O,,,E,E1,,,
1ebec59e-da5,SCH8,2014-Aug-17 00:00:00,SUR2480,FOR1263,MID4818,PSUR8953,FSUR5986,73e66cd6-18e,37516286-743,1109de16-6,M,2024-Sep-09 00:00:00,1,c133c17e,c764bb25,773.0,True,False,False,131.0,False,False,4471249e,,d7e29947,,,,,,ENG,N,S,,,E,R,,,
1ec3c111-267,SCH7,2011-Jan-11 00:00:00,SUR7624,FOR6013,MID9454,PSUR4660,FSUR4137,8e0a7d6e-d42,fc80f9fd-6bf,fe7107d9-1,F,2024-Aug-14 00:00:00,1,af2ee7d1,230cb3db,790.0,True,False,True,129.0,True,False,87a15b3f,4.0,c3866419,,,,Yes,,ENG,,,,C,,12,,,
1ec6bbfc-31a,SCH8,2013-Jul-05 00:00:00,SUR4856,FOR5472,MID9785,PSUR5432,FSUR9301,375c5736-ce9,dc968840-0cc,fdc2d643-4,M,2020-Dec-29 00:00:00,1,56a4a038,1747d4bb,741.0,True,True,False,,False,False,80a4f90a,,eb7d2f3c,,,,"Sought, no reply",,ENG,,S,,,,9,,,
1ee09090-4b0,SCH3,2013-Mar-14 00:00:00,SUR2995,FOR1717,MID5978,PSUR4999,FSUR5198,4e1e7af8-6fb,2601b634-057,fb2068b3-4,F,2025-Jul-11 00:00:00,1,754e74a8,e23476a4,787.0,True,False,True,126.0,,False,49fa8385,,c204533a,,,,"Sought, no reply",,ENG,,F,,N,N,R,,,
1ee6e6fe-22e,SCH7,2013-Aug-29 00:00:00,SUR3376,FOR7600,MID8426,PSUR7246,FSUR6193,53f51479-3cf,8c274b4f-d23,cac151c3-5,M,2025-May-18 00:00:00,1,2671a4fb,85a33fca,783.0,True,False,False,133.0,False,False,47e1b8a9,10.0,6765700f,6.0,,False,Yes,,ENG,O,C,,,S,R,,,
1ef3785a-589,SCH2,2019-Aug-29 00:00:00,SUR8855,FOR3595,MID8506,PSUR9040,FSUR8185,66f12c3b-560,922a901e-7d2,8678070b-4,F,2024-Jan-28 00:00:00,1,65cf532e,9a7a8ab6,761.0,True,False,True,124.0,True,False,85321225,,07334ac1,,5.0,,,,ENG,,M,,,K,E2,,,
1ef37aba-31d,SCH5,2011-Sep-23 00:00:00,SUR1526,FOR6375,MID7611,PSUR9671,FSUR7082,f721fbaa-a76,d2753e8c-1bf,5c45c51f-2,M,2025-Mar-20 00:00:00,1,f0a0f2dc,9fbc861f,763.0,True,False,False,126.0,False,,a9afa2a4,11.0,1c3bbbf4,,,,,,CYM,,S,,R,K,5,,,
1efb2ecb-5c4,SCH4,2015-Aug-11 00:00:00,SUR1545,FOR9291,MID1788,PSUR4377,FSUR4818,ee0dfda4-45c,44800466-af0,b1cbe3a2-d,M,2024-Jun-25 00:00:00,1,e39e60b1,9a24e4ac,780.0,True,False,,128.0,False,False,cf8bc3c1,,30dec1e4,,,False,,,GAL,,,,R,S,13,,,
1efbca4e-d99,SCH7,2008-May-22 00:00:00,SUR5062,FOR5638,MID7204,PSUR3997,FSUR3796,5c4ddde5-c18,f597b3e5-da9,d7966354-8,F,2020-Aug-04 00:00:00,1,3f38ad4d,3e8ba0c2,789.0,True,False,False,137.0,False,False,ff8c8104,,f716f8dc,,,,,,ENG,N,,,,K,6,No,RB,
1efce8b1-9a4,SCH5,2015-Jul-05 00:00:00,SUR4921,FOR2324,MID2040,PSUR3856,FSUR8471,6ff29947-54a,cb8fd87d-c4c,769b435e-2,M,2025-Feb-03 00:00:00,1,de1de47c,3edc1872,775.0,True,False,False,132.0,False,False,997596e2,,84b92ecc,,,,Yes,R,PNJA,,,,R,,,,RB,
1f018a56-558,SCH5,2012-Aug-23 00:00:00,SUR4012,FOR8460,MID2351,PSUR6009,FSUR8536,f5d64b1a-7c2,c96bf8fe-048,8349e00a-7,F,2021-Jan-26 00:00:00,1,88fae288,099ba5f1,751.0,False,False,True,126.0,False,False,ee4466cb,,e7bf23a2,,,,,R,ENG,,M,,N,E,12,,,
1f090802-687,SCH5,2019-May-05 00:00:00,SUR6556,FOR6754,MID9277,PSUR4121,FSUR1748,92227f0b-73d,0ff21dac-ea4,d6d45d5b-3,F,2023-Apr-17 00:00:00,1,d88b8875,3e18f683,758.0,True,False,False,138.0,True,,fc00355f,,5a52677b,11.0,,True,,N,ENG,,M,,R,A,E1,,RE,10.0
1f0fbb1d-63f,SCH6,2014-Mar-10 00:00:00,SUR1917,FOR5173,MID4049,PSUR6436,FSUR6716,e5b1b2da-f30,5c4be509-907,7a7292f6-f,F,2025-Jun-28 00:00:00,1,59c24894,2b6e9f33,811.0,True,True,True,128.0,False,False,3949003d,,e7b1b1e4,,,False,,,ENG,,F,,,,3,,,
1f129fdd-8a5,SCH6,2020-Aug-16 00:00:00,SUR5728,FOR4450,MID6578,PSUR9036,FSUR4381,cc323044-f30,e92b751e-d86,35cf71bc-2,F,2024-Jan-17 00:00:00,1,5da59c7b,b262fe01,792.0,False,False,False,122.0,False,False,8efea881,,7e16cddc,,,,,,ENG,,M,,,N,13,,RE,
1f1bde38-13e,SCH5,2017-Dec-25 00:00:00,SUR1776,FOR4913,MID2722,PSUR8788,FSUR9101,f76e833d-d6c,938dae20-3dd,9d24b4ba-b,F,2024-Oct-19 00:00:00,1,89a181af,fa824aa7,745.0,False,False,False,131.0,False,False,3ddb4ce3,7.0,288155f6,,,,Yes,N,ENG,,,,G,K,3,,,
1f1cea32-eb8,SCH2,2014-Jun-01 00:00:00,SUR3489,FOR3091,MID5126,PSUR8696,FSUR1436,9f55b937-0b5,43f2af35-903,9f54ff45-a,M,2023-Feb-13 00:00:00,1,763fb70b,5c6f90e1,757.0,True,False,True,123.0,False,False,f04e96b0,,03f99867,,,,,,ENG,,M,,,E,12,No,,
1f2da8a3-57b,SCH6,2016-Feb-24 00:00:00,SUR5495,FOR1529,MID8488,PSUR8570,FSUR8756,4a97cc94-ec9,abb5c3b1-fdc,c823665a-1,F,2025-May-08 00:00:00,1,4bbad80a,851cf7ee,769.0,True,False,False,126.0,False,False,b7439826,,640c1a1e,,,,"Sought, no reply",,CYM,,,N,,N,E2,,,
1f2e3440-a32,SCH3,2018-Aug-20 00:00:00,SUR1310,FOR5742,MID8696,PSUR7327,FSUR1570,7c7deb2b-cf9,d7d19b42-38d,2235b45b-0,M,2024-Jul-17 00:00:00,1,7666f66a,9f332dd3,777.0,True,False,False,123.0,True,False,59bb001d,,5d0d342c,,,,,,GAL,,,,,,1,,,
1f3bd88a-818,SCH2,2009-Nov-27 00:00:00,SUR6457,FOR1174,MID8334,PSUR2330,FSUR9633,4ab30e7f-b97,a133cc7e-b6f,7cc02636-6,F,2023-Jul-23 00:00:00,1,c3811571,b6140633,795.0,True,False,,131.0,,False,d6deacc8,,619a025a,,,,,Y,CYM,N,,,,K,14,,RU,
1f445d0f-200,SCH8,2017-Oct-14 00:00:00,SUR5669,FOR6030,MID3574,PSUR1164,FSUR6210,24219cb8-598,d2ca140c-16a,db67585c-c,F,2025-Jan-06 00:00:00,1,838a6f22,09f3b706,790.0,True,True,False,131.0,False,False,6f902948,,43c305fc,8.0,,,,,ENG,,,,N,P,E2,No,,
1f480af1-03f,SCH4,2008-Feb-07 00:00:00,SUR8530,FOR1649,MID9720,PSUR6758,FSUR7251,a7f27e3a-af2,12f94406-f0b,3fcc0726-d,F,2019-Mar-11 00:00:00,1,f98c9928,4aa00862,770.0,True,False,False,140.0,True,False,a7037568,,463efc7d,11.0,,,,,ENG,,,,R,P,6,,,
1f49a250-ec4,SCH7,2018-Sep-18 00:00:00,SUR4571,FOR7293,MID7171,PSUR1738,FSUR5433,148013ce-0bd,30b4951f-9ff,091542d0-5,M,2019-Mar-13 00:00:00,1,b27b619e,e714f746,827.0,,,False,127.0,False,False,48ee6149,7.0,ae5c95a0,,,,,Y,GAL,,,,,N,E1,,,8.0
1f4c488b-437,SCH5,2017-May-31 00:00:00,SUR4969,FOR4094,MID6102,PSUR4673,FSUR5479,09adcfad-797,194c4456-9f9,4dfa1f5b-1,F,2024-Jan-07 00:00:00,1,8bdbe7db,3bb5f41d,794.0,,False,False,134.0,False,False,be7d51b6,,e9a06516,,,,,,ENG,,,,,P,6,,,
1f614660-517,SCH2,2020-Feb-22 00:00:00,SUR9216,FOR5606,MID4637,PSUR9598,FSUR2513,9cb32762-384,8bf7675f-7e6,d987a60f-5,F,2019-Oct-24 00:00:00,1,ecb85d2c,121b8c55,766.0,False,False,True,123.0,False,False,81c2a669,7.0,2f3d58e0,,,,,,ENG,,M,,G,E,X,,RO,
1f6322fe-5c7,SCH2,2020-Jan-05 00:00:00,SUR5824,FOR7943,MID2979,PSUR6941,FSUR3496,f185f414-dd4,67912801-bae,976e4a35-c,F,2021-Mar-20 00:00:00,1,7fbdc089,defb711e,753.0,True,False,True,137.0,False,False,a07e03be,,551c64a8,,,,Unsought,,ENG,,,7,G,E,,,,
1f65f7c0-7a7,SCH2,2009-Nov-17 00:00:00,SUR7474,FOR9126,MID4649,PSUR1137,FSUR5762,3f6cd11b-ee7,3968cd1b-82a,5931a49f-d,F,2021-Jan-28 00:00:00,1,ae9c1bb4,2f5e33b8,766.0,True,False,False,137.0,False,False,47a72320,,169b002d,,,True,Unsought,,ENG,N,,,R,N,7,No,,
1f6a7db5-4c9,SCH1,2018-May-19 00:00:00,SUR1208,FOR6378,MID2582,PSUR4665,FSUR3656,81868302-8d2,629077a1-225,b0ffa01e-0,F,2025-Mar-01 00:00:00,1,61ce4cae,e45dde4b,765.0,True,False,True,134.0,True,False,bf522cb1,,e5124cab,,,True,,,ENG,,F,,C,E,4,,,
1f6b5587-3d1,SCH6,2018-Mar-30 00:00:00,SUR6654,FOR6379,MID9311,PSUR5330,FSUR2621,083bf434-4dd,2eb3fc81-e46,be81dd1c-b,M,2023-Aug-02 00:00:00,1,4c372829,b65a62b4,802.0,True,False,False,131.0,,False,be68194d,,228b1218,,,,,,PNJA,,,,,E,5,Yes,,
1f76f0dd-8df,SCH3,2011-Jan-15 00:00:00,SUR4256,FOR8435,MID4473,PSUR5540,FSUR7191,94a2cc47-cee,d75640c4-d04,0d325f3c-c,M,2024-Nov-05 00:00:00,1,7a2ff7c6,0857bc11,744.0,,False,False,129.0,False,False,b15d9fbf,,2216b8fe,,,,,,GAL,,,,,,M,,,
1f7d50bf-f46,SCH5,2014-May-23 00:00:00,SUR3836,FOR9651,MID7378,PSUR9763,FSUR5132,e6434949-b2c,95741a75-429,176d2eb5-6,F,2021-Nov-19 00:00:00,1,d06d4656,c2d59d93,802.0,False,False,False,132.0,False,False,be3c829b,,7e4cc10d,,,,No,,ENG,,,,R,N,13,,,
1f828f95-542,SCH8,2018-Aug-02 00:00:00,SUR4760,FOR6212,MID6152,PSUR5627,FSUR6613,0f0bcc56-c91,fb58a9a9-665,a2d8f404-5,F,2024-Nov-03 00:00:00,1,fc994a8b,068445c2,792.0,True,False,True,134.0,False,False,35aa6e81,8.0,44cdee62,,,,,,ENG,,,,,N,8,Yes,,
1f87894e-ed1,SCH8,2007-Oct-10 00:00:00,SUR9523,FOR4855,MID8898,PSUR8020,FSUR6031,aa2fba19-a73,86f3aaaf-559,f8f33310-a,M,2022-Nov-17 00:00:00,1,fb4a1bc9,ea8b73d2,772.0,True,True,,133.0,True,,945fee92,6.0,3bd9892b,,,,No,,,,O,,N,,9,,,
1f94abe8-314,SCH5,2014-Apr-21 00:00:00,SUR3791,FOR5124,MID1111,PSUR1338,FSUR6360,9b775fea-017,f0ba6d47-6dc,9b8d9109-6,F,2018-Dec-06 00:00:00,1,7e7cfdb4,c9c9a9ad,796.0,,False,False,130.0,False,False,b9bb4066,,57276c4a,,,False,"Sought, no reply",,BEL,,,,,,4,,,
1f9856f5-3f6,SCH7,2009-Feb-07 00:00:00,SUR1317,FOR1133,MID3117,PSUR7333,FSUR4419,e93f73c9-b5f,8beafea5-91a,cc71524a-7,M,2020-Oct-21 00:00:00,1,34f0b683,db8e0caf,779.0,True,False,False,125.0,True,False,df60fdd8,,b962e2c7,,,False,,,GER,,,,,E,E1,,,
1fac9288-000,SCH3,2020-Jan-21 00:00:00,SUR3446,FOR3359,MID7648,PSUR4068,FSUR5990,97898649-c1b,c929b7bf-df9,1ad92c47-0,F,2019-May-30 00:00:00,1,bad967fc,6c2ac913,808.0,True,False,True,128.0,False,False,97ba2204,,51cb792e,,,False,,,ENG,,F,,A,A,12,,RO,
1fbd208b-527,SCH3,2010-Jul-18 00:00:00,SUR4840,FOR7951,MID9198,PSUR2942,FSUR7826,0f52592d-e46,54d95084-c18,43056f1d-6,F,2025-Apr-24 00:00:00,1,474e14ae,a080059f,777.0,True,True,False,126.0,False,False,139cce79,5.0,b5ed21d7,,,False,No,N,ENG,,,,,N,3,No,,
1fcb91ca-247,SCH5,2015-Feb-28 00:00:00,SUR3353,FOR6398,MID9366,PSUR2209,FSUR6651,4dd8f9ca-b29,f6909e5a-731,897e8699-4,F,2022-Mar-27 00:00:00,1,802f9d8f,b0ab99e2,807.0,True,False,True,127.0,False,False,459a7c33,,d5feacd5,,,,No,R,GAL,,,,,,10,No,,
1fcc46a5-0e8,SCH2,2011-Aug-26 00:00:00,SUR3134,FOR7873,MID6083,PSUR7625,FSUR3094,b5f132a4-612,fd09ca11-9f6,af6d45a7-2,M,2023-Sep-02 00:00:00,1,52230c88,488931c3,744.0,False,True,True,127.0,False,False,23cffa38,,5c877c7d,,,,,,CYM,,,,G,K,3,No,,
1fceb181-7cd,SCH7,2018-Jun-04 00:00:00,SUR4657,FOR7315,MID7034,PSUR3050,FSUR9668,13c47d1a-d64,6a2a3204-532,22df8331-8,M,2022-Feb-10 00:00:00,1,ca26fbd4,92e7b326,841.0,False,False,False,130.0,,,d62fc3f4,,459c6974,,9.0,False,,,ENG,,,,R,K,R,,,
1fd531d7-329,SCH6,2018-Nov-15 00:00:00,SUR5076,FOR1010,MID2720,PSUR7516,FSUR4459,158c6927-3a3,ca60043a-250,5a6412ad-d,F,2023-Jun-02 00:00:00,1,67797b84,267d8c55,735.0,,False,False,133.0,False,False,e241e500,5.0,a3c5578f,,,True,,,,,F,,R,,N2,,,
1fd5a8fb-d43,SCH8,2017-Apr-06 00:00:00,SUR3666,FOR7825,MID5334,PSUR4839,FSUR5518,eb99f5e9-fee,59b36110-0ec,7e72209b-6,M,2020-Sep-06 00:00:00,1,9e4f3943,34566b89,737.0,,False,False,124.0,False,False,415d7aac,,9d84012d,,,,,,ENG,,S,,G,A,N1,,,
1fd68caf-155,SCH4,2010-Aug-08 00:00:00,SUR3623,FOR5970,MID8861,PSUR1951,FSUR9380,a688d068-e4e,4b8fe247-18c,0289e347-0,M,2025-Jan-30 00:00:00,1,99fbc7d8,6e6401d6,806.0,,True,False,130.0,False,False,a9c67f9b,,b2052b57,9.0,,,,,ENG,,F,,C,,1,,,
1fe733f9-e68,SCH7,2017-Dec-22 00:00:00,SUR6711,FOR5892,MID7024,PSUR7777,FSUR6897,b982f0d1-7ac,8e7d4b18-7d5,3a5fa068-4,F,2025-Jan-08 00:00:00,1,9564e1cc,4e1c7dd3,740.0,True,False,,137.0,False,False,2b813726,,89d3f187,,,,,,GAL,,,,R,,5,,RE,8.0
1ff17ef8-2b7,SCH6,2018-Dec-19 00:00:00,SUR5958,FOR9379,MID6069,PSUR3490,FSUR1374,4341a898-381,cd4fdb17-561,55607edb-e,F,2019-Dec-28 00:00:00,1,dd153149,82104178,815.0,False,True,False,131.0,False,True,fa83f2cf,,131a3fb6,,,,No,,,,,,,,1,,RB,
1ff52e18-305,SCH6,2008-Jun-26 00:00:00,SUR6032,FOR5830,MID1584,PSUR6325,FSUR8856,86c9bcea-298,6c3ec730-e20,3edd5ef1-1,M,2020-Jun-23 00:00:00,1,f9884e83,f12d3489,810.0,,True,False,130.0,False,False,461fcb46,,cdb900fe,,,False,Yes,,ENG,,,,C,,7,,,
200373dd-a8a,SCH2,2013-Jul-26 00:00:00,SUR6918,FOR2611,MID7687,PSUR2692,FSUR1989,0ee92a14-7d0,5b5af201-754,2d9c6e5f-5,M,2021-Jul-15 00:00:00,1,87b620b7,37d0b574,796.0,True,False,False,135.0,False,False,e9928592,,66515775,,,,,,GER,,C,,G,E,11,No,RE,
2003bd50-667,SCH3,2008-Apr-25 00:00:00,SUR2006,FOR1226,MID4622,PSUR1818,FSUR6086,90806ef2-07c,f88fd79f-2d6,8d693692-1,M,2023-Jan-05 00:00:00,1,d807fcf9,c7027043,762.0,True,False,True,128.0,,False,5fea59b2,,ca84e08d,,,False,No,,ENG,,S,,C,A,12,,RU,
200d5e95-4b2,SCH5,2014-Jun-18 00:00:00,SUR3984,FOR3223,MID3312,PSUR9917,FSUR4792,5e541241-37f,31b66942-686,10e4b9f7-e,F,2023-Jul-15 00:00:00,1,450ba15c,c327d511,773.0,True,False,False,132.0,False,False,11b37fa2,,8bd328a2,,,True,No,,CYM,,,,,A,E1,,RE,
2015edce-5ea,SCH6,2009-Aug-17 00:00:00,SUR5912,FOR8026,MID5086,PSUR7307,FSUR1411,4eeac3ca-3c3,3486f6f7-f08,c8fa7ed0-8,M,2023-Mar-21 00:00:00,1,c3d54b77,a7f0a14f,780.0,True,False,False,137.0,False,,671d553b,,dc7b40a4,,,,,,ENG,,,,,P,E1,,RU,
2017ad52-56c,SCH4,2013-Aug-15 00:00:00,SUR7138,FOR7920,MID2064,PSUR7561,FSUR4700,d0383f5e-34d,05d1481d-ae1,f54e557d-6,M,2021-Jan-31 00:00:00,1,66a83528,46bc28d3,754.0,True,False,False,118.0,False,False,3802ec0b,7.0,43f5a762,,,,,,PNJA,O,,,,,R,,,
20329432-60d,SCH5,2009-May-04 00:00:00,SUR1794,FOR7005,MID7490,PSUR1385,FSUR3287,d35a1a1d-f5a,e327481e-195,075f6556-9,F,2020-Nov-13 00:00:00,1,490f78cd,a88ff243,767.0,False,False,False,140.0,True,False,6d6ad883,,2626d80f,,,,,,GAL,,O,,C,,12,No,RO,
203b5ec0-a08,SCH1,2011-Sep-15 00:00:00,SUR6504,FOR3787,MID6060,PSUR9348,FSUR3550,b587c2eb-d96,88060d10-324,38fa4877-a,F,2024-Nov-02 00:00:00,1,5c89c96a,dd2b89c0,778.0,False,False,False,126.0,False,,4069b8fd,,9978fa85,,10.0,,No,,PNJA,,S,,,,M,,,
203c3c01-8b4,SCH6,2015-Feb-23 00:00:00,SUR4819,FOR1841,MID5943,PSUR8257,FSUR5180,fed82536-7a5,b042e49d-32d,a0736416-2,M,2019-Nov-18 00:00:00,1,e9130540,6d0535ae,759.0,True,True,False,127.0,True,False,b37d0894,,f3dc9dec,,,,,,,,,,R,,N1,,,
203dea84-eff,SCH7,2019-Oct-04 00:00:00,SUR8071,FOR2658,MID9661,PSUR7652,FSUR6006,a53f2a1f-2db,e12710a4-902,42ada837-9,F,2021-Jun-13 00:00:00,1,00f1a77d,6c61390b,782.0,False,False,True,120.0,False,True,5dbb5fc7,7.0,4f587be2,,,,,R,ENG,,,,,S,4,No,RU,
2040c890-52d,SCH8,2010-Apr-13 00:00:00,SUR3631,FOR2914,MID3274,PSUR2973,FSUR2264,a7c5154f-352,e1188ebd-b10,3c0ac857-6,M,2024-May-05 00:00:00,1,13286891,c78252ac,739.0,True,False,False,132.0,False,False,278768d8,8.0,0d8c3a86,,5.0,,"Sought, no reply",,ENG,,O,,N,,E1,,,
204567fb-1ac,SCH8,2008-Feb-22 00:00:00,SUR8504,FOR5876,MID4840,PSUR7702,FSUR1838,36de1a32-5d9,4596e2c6-fb3,8f299a89-d,M,2025-May-31 00:00:00,1,551d17ad,10c21fb6,798.0,,False,False,135.0,True,False,16ec94a3,,3b99d0a5,,,,,R,ENG,N,O,,R,,10,,RU,
204ed1a5-8f2,SCH2,2012-Nov-22 00:00:00,SUR5096,FOR3094,MID5191,PSUR8965,FSUR5618,44702707-2e9,84fb2c67-874,37b32dc1-6,M,2024-Jul-22 00:00:00,1,29477a10,281d27c7,771.0,False,,,131.0,False,False,17e8caf8,,cad271c2,10.0,,False,No,,ENG,,,,G,N,4,,RE,
2057ccec-c4c,SCH5,2014-May-10 00:00:00,SUR3351,FOR4904,MID9846,PSUR7911,FSUR2950,9432f9cd-87d,1e03fcda-77b,9f44ccde-5,M,2022-Mar-09 00:00:00,1,09c4a292,9e33d7d5,811.0,True,False,True,138.0,False,False,f37a4bc9,5.0,fa22a6a2,,8.0,True,Yes,N,ENG,,O,,A,S,8,,,
205aca99-1b2,SCH2,2015-Sep-10 00:00:00,SUR4893,FOR5248,MID2785,PSUR8315,FSUR5567,5c839d0f-249,69082f97-5b5,da112ba3-5,F,2024-Apr-02 00:00:00,1,0a854919,639ba090,792.0,True,False,False,119.0,False,True,1111444c,,d7112179,,,,,U,GAL,,S,,,S,4,,,
2063efd3-dc9,SCH7,2016-Aug-24 00:00:00,SUR6550,FOR4329,MID3596,PSUR3174,FSUR5572,5831479b-8b1,37a17746-7e1,0497bc13-2,M,2023-May-20 00:00:00,1,b3d15985,02fb8887,806.0,True,False,True,132.0,False,False,180ecc75,,238a3d42,,,,,R,ENG,N,,,,E,12,,RO,
206d553b-49e,SCH7,2010-Jan-26 00:00:00,SUR1857,FOR7433,MID5888,PSUR9290,FSUR1095,273156de-f95,df9d18c0-4d3,fdee6bcf-8,M,2021-Feb-04 00:00:00,1,b85edbd5,faaa9ec9,849.0,True,True,False,139.0,False,False,f593c301,6.0,6cfd67ed,,,,,,CYM,,,,A,,3,,,
206e50f1-110,SCH3,2014-Aug-18 00:00:00,SUR6241,FOR8068,MID3728,PSUR6173,FSUR1994,4215b759-0b8,f27fbfd9-d41,a4c96515-d,M,2022-Feb-24 00:00:00,1,4c6621c8,50b60ae4,854.0,True,True,False,132.0,False,False,f96faea8,,7afe9db2,,,,,,PNJA,,F,,,,N2,,,
206f5819-8d7,SCH2,2007-Oct-12 00:00:00,SUR8328,FOR9023,MID4672,PSUR5385,FSUR1491,7fd51352-b1b,b97b0974-ce8,d7519d83-b,F,2022-Oct-28 00:00:00,1,38444ca7,73afc04f,796.0,False,False,False,130.0,False,False,a4e646e1,,2c1e95ff,,,False,,,ENG,,O,,A,S,14,,,
2095eb7e-fd8,SCH5,2019-Aug-08 00:00:00,SUR4758,FOR6969,MID4910,PSUR3973,FSUR5572,89f49936-80a,637a7864-bbc,bd6ad953-3,M,2023-Jun-20 00:00:00,1,c0944231,54d91025,771.0,False,False,,132.0,False,False,3405c1de,,357c0bba,,,,No,,ENG,,S,N,C,,11,,,
209ee49e-bf4,SCH2,2014-Oct-24 00:00:00,SUR5789,FOR7871,MID4299,PSUR6076,FSUR7160,c2ab9f62-69a,f838ef54-206,8f75da54-8,M,2022-Dec-06 00:00:00,1,fbd7055c,cb23df5b,748.0,True,False,False,130.0,False,False,eb0433ff,,1bd8d100,,,,,,TRI,,,,N,P,1,,,
209f2238-244,SCH5,2015-Mar-02 00:00:00,SUR3652,FOR1318,MID8265,PSUR4587,FSUR6530,e4ce46fc-9d9,be7565d6-8b6,152258f1-b,F,2025-Feb-06 00:00:00,1,207ed4b5,9d38b7ac,752.0,False,False,False,139.0,False,False,da9299f6,,f687c977,,,,,,ENG,,C,,,P,X,,,
20aa0439-2bd,SCH5,2010-May-19 00:00:00,SUR4048,FOR9034,MID9648,PSUR4247,FSUR9156,3ae16c7f-4d5,c2717cf0-820,9de717ea-f,M,2023-Jul-11 00:00:00,1,01ea372f,ec74ba0e,769.0,True,False,False,116.0,False,False,83489cbd,,681cf2fe,,,,"Sought, no reply",,ENG,,,B,R,,M,,,
